source_event_id,customer_id,full_name,national_id,date_of_birth,gender,marital_status,employment_status,monthly_income,branch_code,segment,onboarded_at,kyc_status,risk_rating,payload
EV-CUST-C04200,C04200,Customer 04200,NID33320211,1972-03-24,female,single,business-owner,44544.04,NBO-001,retail,2025-01-23T00:00:00+00:00,verified,high,{}
EV-CUST-C04201,C04201,Customer 04201,NID28014026,2000-12-11,female,married,unemployed,34287.24,MSA-010,retail,2024-05-13T00:00:00+00:00,verified,high,{}
EV-CUST-C04202,C04202,Customer 04202,NID20234534,1999-02-09,male,single,employed,324974.57,NKR-040,sme,2020-12-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C04203,C04203,Customer 04203,NID26411608,1988-05-07,male,single,unemployed,85558.35,NBO-002,retail,2025-09-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04204,C04204,Customer 04204,NID24344469,2002-11-18,male,divorced,self-employed,1038720.94,NKR-040,corp,2021-04-16T00:00:00+00:00,rejected,medium,{}
EV-CUST-C04205,C04205,Customer 04205,NID22384201,1981-05-04,female,divorced,unemployed,18330.25,NKR-040,retail,2025-08-13T00:00:00+00:00,verified,low,{}
EV-CUST-C04206,C04206,Customer 04206,NID15458596,1982-10-03,female,married,self-employed,17680.47,KSM-020,retail,2019-09-13T00:00:00+00:00,verified,high,{}
EV-CUST-C04207,C04207,Customer 04207,NID29758237,1996-02-10,female,single,employed,1868864.17,NBO-003,corp,2018-03-13T00:00:00+00:00,pending,low,{}
EV-CUST-C04208,C04208,Customer 04208,NID35914887,2001-01-17,female,married,business-owner,54427.38,NBO-001,retail,2025-06-16T00:00:00+00:00,pending,low,{}
EV-CUST-C04209,C04209,Customer 04209,NID34897216,1995-03-07,female,married,business-owner,72174.31,MSA-010,retail,2025-01-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C04210,C04210,Customer 04210,NID33988394,2000-09-03,female,single,business-owner,65071.86,NBO-002,retail,2021-09-12T00:00:00+00:00,verified,low,{}
EV-CUST-C04211,C04211,Customer 04211,NID37176238,1980-08-02,female,single,self-employed,35986.76,NKR-040,retail,2019-08-28T00:00:00+00:00,verified,medium,{}
EV-CUST-C04212,C04212,Customer 04212,NID34302791,1972-07-02,female,single,self-employed,46667.66,MSA-010,retail,2023-05-26T00:00:00+00:00,verified,low,{}
EV-CUST-C04213,C04213,Customer 04213,NID24039193,1984-03-21,male,married,employed,26684.56,NBO-003,retail,2025-08-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04214,C04214,Customer 04214,NID34730345,1983-07-13,male,divorced,self-employed,186090.59,NKR-040,sme,2019-02-27T00:00:00+00:00,verified,low,{}
EV-CUST-C04215,C04215,Customer 04215,NID26543987,1979-04-12,female,single,self-employed,52699.70,ELD-030,retail,2021-01-19T00:00:00+00:00,verified,low,{}
EV-CUST-C04216,C04216,Customer 04216,NID27314374,1968-09-21,female,single,unemployed,79864.19,NBO-003,retail,2024-10-04T00:00:00+00:00,verified,low,{}
EV-CUST-C04217,C04217,Customer 04217,NID32953847,2002-05-26,male,single,employed,82603.33,MSA-010,retail,2024-05-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C04218,C04218,Customer 04218,NID18073276,1969-06-25,male,single,self-employed,506829.83,NKR-040,sme,2023-09-25T00:00:00+00:00,verified,low,{}
EV-CUST-C04219,C04219,Customer 04219,NID19725590,1989-06-13,male,divorced,employed,68097.55,KSM-020,retail,2021-05-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C04220,C04220,Customer 04220,NID15488986,1994-04-03,female,married,self-employed,56814.30,NBO-003,retail,2020-08-24T00:00:00+00:00,verified,low,{}
EV-CUST-C04221,C04221,Customer 04221,NID25899071,1968-09-03,male,married,unemployed,75749.40,ELD-030,retail,2019-07-22T00:00:00+00:00,verified,low,{}
EV-CUST-C04222,C04222,Customer 04222,NID20715477,1991-04-14,female,married,employed,28088.11,MSA-010,retail,2019-08-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04223,C04223,Customer 04223,NID18012743,1961-01-01,male,divorced,self-employed,54634.85,ELD-030,retail,2018-02-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C04224,C04224,Customer 04224,NID15424575,1960-02-03,male,married,employed,34144.92,KSM-020,retail,2021-11-19T00:00:00+00:00,verified,medium,{}
EV-CUST-C04225,C04225,Customer 04225,NID22664043,1975-11-15,male,divorced,business-owner,331943.11,MSA-010,sme,2024-05-11T00:00:00+00:00,verified,medium,{}
EV-CUST-C04226,C04226,Customer 04226,NID21015740,1994-12-27,female,married,unemployed,66621.06,NBO-001,retail,2021-04-13T00:00:00+00:00,pending,medium,{}
EV-CUST-C04227,C04227,Customer 04227,NID33398996,1989-12-23,male,divorced,self-employed,36862.58,NBO-002,retail,2019-10-06T00:00:00+00:00,pending,medium,{}
EV-CUST-C04228,C04228,Customer 04228,NID36953717,1987-02-19,female,divorced,employed,394248.15,NBO-002,sme,2025-09-21T00:00:00+00:00,verified,low,{}
EV-CUST-C04229,C04229,Customer 04229,NID25353381,1996-10-28,female,divorced,employed,23863.49,ELD-030,retail,2020-12-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C04230,C04230,Customer 04230,NID24234421,1982-08-26,female,divorced,unemployed,73855.96,MSA-010,retail,2022-09-24T00:00:00+00:00,verified,low,{}
EV-CUST-C04231,C04231,Customer 04231,NID20673770,1987-08-07,male,divorced,unemployed,444467.81,KSM-020,sme,2018-01-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C04232,C04232,Customer 04232,NID19480041,1974-10-08,male,divorced,self-employed,50622.00,MSA-010,retail,2022-08-25T00:00:00+00:00,verified,low,{}
EV-CUST-C04233,C04233,Customer 04233,NID23510322,1988-04-21,male,divorced,business-owner,435814.53,NBO-002,sme,2023-05-27T00:00:00+00:00,verified,low,{}
EV-CUST-C04234,C04234,Customer 04234,NID27245487,1964-04-07,female,divorced,self-employed,299763.00,NKR-040,sme,2018-11-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04235,C04235,Customer 04235,NID35227466,2003-03-19,female,married,self-employed,27329.13,NBO-001,retail,2023-06-25T00:00:00+00:00,verified,low,{}
EV-CUST-C04236,C04236,Customer 04236,NID30173443,1988-10-24,male,married,self-employed,66275.85,NBO-002,retail,2019-12-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C04237,C04237,Customer 04237,NID26510927,1979-05-20,female,married,employed,36152.71,ELD-030,retail,2019-10-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C04238,C04238,Customer 04238,NID30456385,1967-02-23,female,divorced,unemployed,44775.02,NBO-002,retail,2025-03-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04239,C04239,Customer 04239,NID31177553,1963-10-09,female,married,self-employed,735157.86,NBO-003,sme,2019-07-05T00:00:00+00:00,verified,medium,{}
EV-CUST-C04240,C04240,Customer 04240,NID13390435,1963-02-23,female,married,unemployed,64854.67,MSA-010,retail,2021-03-28T00:00:00+00:00,verified,medium,{}
EV-CUST-C04241,C04241,Customer 04241,NID21194156,1967-08-04,male,divorced,employed,53310.82,MSA-010,retail,2018-05-26T00:00:00+00:00,verified,high,{}
EV-CUST-C04242,C04242,Customer 04242,NID13510958,2002-01-05,female,single,business-owner,493683.16,NBO-001,sme,2020-02-08T00:00:00+00:00,verified,low,{}
EV-CUST-C04243,C04243,Customer 04243,NID33714251,1965-08-08,female,single,business-owner,84260.68,MSA-010,retail,2022-02-16T00:00:00+00:00,verified,low,{}
EV-CUST-C04244,C04244,Customer 04244,NID29696665,1971-04-28,male,married,business-owner,21441.83,ELD-030,retail,2021-06-12T00:00:00+00:00,verified,low,{}
EV-CUST-C04245,C04245,Customer 04245,NID33990873,1972-07-07,female,divorced,unemployed,29503.91,NBO-003,retail,2021-09-14T00:00:00+00:00,verified,low,{}
EV-CUST-C04246,C04246,Customer 04246,NID12940433,1971-06-28,female,married,self-employed,30659.43,MSA-010,retail,2018-02-19T00:00:00+00:00,verified,low,{}
EV-CUST-C04247,C04247,Customer 04247,NID30973681,1987-11-25,male,single,business-owner,47637.06,NBO-001,retail,2025-08-17T00:00:00+00:00,verified,low,{}
EV-CUST-C04248,C04248,Customer 04248,NID20614857,1995-07-09,male,married,employed,79222.24,KSM-020,retail,2019-11-27T00:00:00+00:00,verified,low,{}
EV-CUST-C04249,C04249,Customer 04249,NID30084796,1964-09-09,male,divorced,business-owner,2390204.65,ELD-030,corp,2018-07-07T00:00:00+00:00,verified,low,{}
EV-CUST-C04250,C04250,Customer 04250,NID31994530,1989-02-02,male,single,unemployed,296539.15,NKR-040,sme,2018-05-20T00:00:00+00:00,pending,high,{}
EV-CUST-C04251,C04251,Customer 04251,NID34591520,1993-05-25,male,divorced,self-employed,71464.59,ELD-030,retail,2025-12-01T00:00:00+00:00,verified,low,{}
EV-CUST-C04252,C04252,Customer 04252,NID37455461,1973-04-19,female,single,business-owner,89536.50,KSM-020,retail,2020-11-08T00:00:00+00:00,rejected,low,{}
EV-CUST-C04253,C04253,Customer 04253,NID29256604,1967-02-23,male,single,self-employed,42098.01,NBO-001,retail,2020-12-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04254,C04254,Customer 04254,NID13890236,1967-09-07,female,married,employed,612147.29,MSA-010,sme,2020-05-12T00:00:00+00:00,verified,low,{}
EV-CUST-C04255,C04255,Customer 04255,NID14719259,1991-10-26,male,single,self-employed,428926.26,ELD-030,sme,2019-02-16T00:00:00+00:00,verified,low,{}
EV-CUST-C04256,C04256,Customer 04256,NID33885677,1965-06-08,female,divorced,self-employed,385984.48,ELD-030,sme,2023-07-06T00:00:00+00:00,verified,low,{}
EV-CUST-C04257,C04257,Customer 04257,NID13473896,1977-12-23,female,married,unemployed,192526.84,NBO-001,sme,2018-10-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04258,C04258,Customer 04258,NID22957570,1994-03-03,male,single,unemployed,64964.38,NBO-002,retail,2020-05-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04259,C04259,Customer 04259,NID34046429,2001-05-21,male,single,self-employed,54238.86,NBO-002,retail,2025-04-05T00:00:00+00:00,verified,medium,{}
EV-CUST-C04260,C04260,Customer 04260,NID12637289,1995-12-07,male,married,business-owner,88870.73,NBO-001,retail,2024-09-24T00:00:00+00:00,verified,high,{}
EV-CUST-C04261,C04261,Customer 04261,NID19312212,1994-05-16,female,married,business-owner,623377.35,ELD-030,sme,2023-10-01T00:00:00+00:00,verified,low,{}
EV-CUST-C04262,C04262,Customer 04262,NID11128431,1960-06-15,female,divorced,business-owner,35163.97,NBO-002,retail,2022-11-24T00:00:00+00:00,verified,low,{}
EV-CUST-C04263,C04263,Customer 04263,NID35326639,1977-05-27,male,married,business-owner,62404.43,NBO-001,retail,2022-11-18T00:00:00+00:00,verified,low,{}
EV-CUST-C04264,C04264,Customer 04264,NID37149041,1995-11-23,female,married,self-employed,15387.03,ELD-030,retail,2025-08-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04265,C04265,Customer 04265,NID13473935,1987-07-06,female,single,self-employed,48785.24,NBO-001,retail,2023-12-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C04266,C04266,Customer 04266,NID15536972,1976-10-28,female,divorced,business-owner,89165.99,KSM-020,retail,2022-09-16T00:00:00+00:00,pending,low,{}
EV-CUST-C04267,C04267,Customer 04267,NID24259880,2003-11-08,male,divorced,employed,84423.65,NKR-040,retail,2018-06-25T00:00:00+00:00,rejected,medium,{}
EV-CUST-C04268,C04268,Customer 04268,NID27261040,1990-11-17,male,single,employed,16599.77,KSM-020,retail,2018-10-17T00:00:00+00:00,verified,low,{}
EV-CUST-C04269,C04269,Customer 04269,NID21593194,1997-05-25,female,married,employed,15293.39,NBO-002,retail,2020-04-21T00:00:00+00:00,verified,low,{}
EV-CUST-C04270,C04270,Customer 04270,NID10763364,1997-10-01,male,divorced,self-employed,511195.62,NBO-002,sme,2020-06-03T00:00:00+00:00,verified,low,{}
EV-CUST-C04271,C04271,Customer 04271,NID30547324,1989-10-26,female,single,self-employed,661045.58,MSA-010,sme,2021-06-26T00:00:00+00:00,verified,low,{}
EV-CUST-C04272,C04272,Customer 04272,NID11077405,1995-01-28,male,single,unemployed,350800.07,NKR-040,sme,2025-08-21T00:00:00+00:00,verified,low,{}
EV-CUST-C04273,C04273,Customer 04273,NID10453094,1984-09-11,female,divorced,self-employed,208057.13,ELD-030,sme,2020-05-13T00:00:00+00:00,verified,low,{}
EV-CUST-C04274,C04274,Customer 04274,NID10722625,1971-03-21,female,divorced,business-owner,228030.10,KSM-020,sme,2024-07-02T00:00:00+00:00,verified,low,{}
EV-CUST-C04275,C04275,Customer 04275,NID26804737,1997-01-08,female,single,unemployed,242688.65,NBO-002,sme,2024-05-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C04276,C04276,Customer 04276,NID27486496,1966-03-11,male,married,self-employed,623021.03,ELD-030,sme,2024-09-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04277,C04277,Customer 04277,NID20477053,2002-07-21,male,divorced,business-owner,48119.03,ELD-030,retail,2025-02-11T00:00:00+00:00,verified,medium,{}
EV-CUST-C04278,C04278,Customer 04278,NID39176864,1991-02-26,female,single,employed,364692.85,MSA-010,sme,2022-08-22T00:00:00+00:00,rejected,medium,{}
EV-CUST-C04279,C04279,Customer 04279,NID37339056,1963-04-12,male,married,self-employed,63315.78,NBO-001,retail,2021-04-13T00:00:00+00:00,verified,low,{}
EV-CUST-C04280,C04280,Customer 04280,NID34213098,1981-11-03,female,married,self-employed,15825.37,NKR-040,retail,2023-06-18T00:00:00+00:00,pending,high,{}
EV-CUST-C04281,C04281,Customer 04281,NID21504120,1994-08-02,female,single,employed,65003.14,NBO-001,retail,2024-02-03T00:00:00+00:00,verified,medium,{}
EV-CUST-C04282,C04282,Customer 04282,NID34333938,1981-10-09,female,married,business-owner,533783.05,NBO-001,sme,2019-10-05T00:00:00+00:00,verified,low,{}
EV-CUST-C04283,C04283,Customer 04283,NID36475085,1995-02-09,female,married,employed,46728.54,NKR-040,retail,2021-02-07T00:00:00+00:00,verified,medium,{}
EV-CUST-C04284,C04284,Customer 04284,NID15523958,1967-02-01,male,married,business-owner,19356.99,NBO-002,retail,2024-04-18T00:00:00+00:00,verified,low,{}
EV-CUST-C04285,C04285,Customer 04285,NID26344988,1980-02-22,female,married,employed,83976.90,MSA-010,retail,2019-11-19T00:00:00+00:00,verified,low,{}
EV-CUST-C04286,C04286,Customer 04286,NID30214857,1995-01-21,female,divorced,self-employed,408402.33,NBO-001,sme,2021-05-12T00:00:00+00:00,pending,low,{}
EV-CUST-C04287,C04287,Customer 04287,NID20934445,1998-02-02,female,divorced,employed,54338.43,KSM-020,retail,2018-07-19T00:00:00+00:00,verified,low,{}
EV-CUST-C04288,C04288,Customer 04288,NID15652072,1972-02-13,female,married,business-owner,745328.90,NBO-001,sme,2025-10-25T00:00:00+00:00,verified,medium,{}
EV-CUST-C04289,C04289,Customer 04289,NID19331123,1982-01-11,male,divorced,employed,18613.84,NBO-001,retail,2018-11-14T00:00:00+00:00,verified,low,{}
EV-CUST-C04290,C04290,Customer 04290,NID15443100,1984-06-04,male,divorced,unemployed,48120.93,NBO-003,retail,2018-06-20T00:00:00+00:00,verified,low,{}
EV-CUST-C04291,C04291,Customer 04291,NID12855287,1982-12-18,female,divorced,unemployed,41540.00,MSA-010,retail,2021-10-07T00:00:00+00:00,verified,low,{}
EV-CUST-C04292,C04292,Customer 04292,NID23768191,1976-08-17,male,single,unemployed,729804.83,ELD-030,sme,2019-03-25T00:00:00+00:00,pending,medium,{}
EV-CUST-C04293,C04293,Customer 04293,NID30073013,2000-11-08,female,single,self-employed,43191.95,NBO-001,retail,2020-01-03T00:00:00+00:00,verified,medium,{}
EV-CUST-C04294,C04294,Customer 04294,NID27820282,1968-04-23,male,single,employed,70393.68,NBO-002,retail,2020-06-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04295,C04295,Customer 04295,NID18928420,1966-09-01,female,single,business-owner,42195.24,MSA-010,retail,2025-09-28T00:00:00+00:00,verified,medium,{}
EV-CUST-C04296,C04296,Customer 04296,NID39584823,1976-11-05,female,married,unemployed,191077.12,NBO-001,sme,2023-10-15T00:00:00+00:00,verified,low,{}
EV-CUST-C04297,C04297,Customer 04297,NID23117952,1988-10-22,male,married,employed,490686.01,NKR-040,sme,2023-02-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C04298,C04298,Customer 04298,NID20444193,1997-01-11,female,single,business-owner,195989.36,NBO-002,sme,2022-11-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04299,C04299,Customer 04299,NID32581322,1999-08-27,male,married,unemployed,82744.75,MSA-010,retail,2021-10-26T00:00:00+00:00,verified,low,{}
EV-CUST-C04300,C04300,Customer 04300,NID38110724,2001-05-06,female,married,unemployed,662704.50,NBO-001,sme,2018-04-04T00:00:00+00:00,verified,high,{}
EV-CUST-C04301,C04301,Customer 04301,NID28477177,1968-05-12,male,married,self-employed,217449.51,NBO-003,sme,2018-08-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C04302,C04302,Customer 04302,NID35636169,1966-10-05,female,married,self-employed,53368.18,NBO-002,retail,2020-08-04T00:00:00+00:00,verified,medium,{}
EV-CUST-C04303,C04303,Customer 04303,NID15818353,1986-01-03,female,married,business-owner,28515.76,KSM-020,retail,2025-11-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C04304,C04304,Customer 04304,NID25179886,1966-04-11,male,single,self-employed,87739.90,NBO-002,retail,2022-03-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C04305,C04305,Customer 04305,NID11445825,1963-01-06,female,divorced,unemployed,62081.72,MSA-010,retail,2023-11-08T00:00:00+00:00,verified,low,{}
EV-CUST-C04306,C04306,Customer 04306,NID23542834,1983-04-08,female,divorced,self-employed,55840.72,NBO-003,retail,2019-02-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04307,C04307,Customer 04307,NID28217588,1989-06-07,male,single,unemployed,600887.08,NBO-003,sme,2019-09-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04308,C04308,Customer 04308,NID35221957,1997-07-09,male,married,unemployed,67774.20,NBO-002,retail,2023-09-15T00:00:00+00:00,verified,low,{}
EV-CUST-C04309,C04309,Customer 04309,NID13209560,1970-02-14,male,single,business-owner,89606.01,NBO-003,retail,2018-08-01T00:00:00+00:00,verified,high,{}
EV-CUST-C04310,C04310,Customer 04310,NID28325522,1968-06-04,male,divorced,self-employed,229938.08,NBO-003,sme,2020-02-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C04311,C04311,Customer 04311,NID39621116,1997-05-09,female,married,unemployed,68500.52,KSM-020,retail,2023-11-12T00:00:00+00:00,verified,low,{}
EV-CUST-C04312,C04312,Customer 04312,NID11449696,1966-02-16,male,married,business-owner,45823.22,ELD-030,retail,2019-12-05T00:00:00+00:00,pending,medium,{}
EV-CUST-C04313,C04313,Customer 04313,NID15795564,1988-06-13,male,single,employed,88463.42,NBO-002,retail,2023-10-24T00:00:00+00:00,verified,high,{}
EV-CUST-C04314,C04314,Customer 04314,NID17288209,1988-02-13,male,divorced,business-owner,87593.13,NBO-001,retail,2024-05-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C04315,C04315,Customer 04315,NID15425475,1964-02-03,female,single,self-employed,70777.49,ELD-030,retail,2023-03-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C04316,C04316,Customer 04316,NID13135066,1963-11-23,female,divorced,self-employed,34249.79,NBO-001,retail,2019-12-25T00:00:00+00:00,verified,low,{}
EV-CUST-C04317,C04317,Customer 04317,NID21124790,2003-05-13,male,divorced,employed,197603.28,NBO-003,sme,2018-01-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C04318,C04318,Customer 04318,NID28398173,1985-12-12,female,single,unemployed,484860.55,ELD-030,sme,2019-01-07T00:00:00+00:00,verified,low,{}
EV-CUST-C04319,C04319,Customer 04319,NID36482389,1974-10-06,male,single,business-owner,623947.89,NBO-003,sme,2018-03-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04320,C04320,Customer 04320,NID25875183,1986-10-27,female,married,business-owner,460278.27,NBO-002,sme,2024-06-15T00:00:00+00:00,verified,high,{}
EV-CUST-C04321,C04321,Customer 04321,NID39311311,1966-05-14,female,married,self-employed,1974496.72,NBO-003,corp,2021-02-06T00:00:00+00:00,verified,low,{}
EV-CUST-C04322,C04322,Customer 04322,NID18904161,1964-02-13,female,divorced,employed,80336.30,KSM-020,retail,2018-12-17T00:00:00+00:00,verified,low,{}
EV-CUST-C04323,C04323,Customer 04323,NID36475527,1977-11-19,female,divorced,business-owner,34992.61,KSM-020,retail,2022-05-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C04324,C04324,Customer 04324,NID15943291,1979-05-11,male,divorced,business-owner,630905.16,MSA-010,sme,2019-12-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C04325,C04325,Customer 04325,NID29439341,1963-08-03,male,married,self-employed,24938.03,KSM-020,retail,2021-04-26T00:00:00+00:00,verified,low,{}
EV-CUST-C04326,C04326,Customer 04326,NID22311750,1968-04-24,male,married,employed,44741.81,NKR-040,retail,2023-06-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04327,C04327,Customer 04327,NID32695790,1989-08-21,female,divorced,employed,2595432.05,NBO-002,corp,2021-01-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C04328,C04328,Customer 04328,NID28896705,1985-03-02,male,divorced,employed,45025.02,NKR-040,retail,2025-06-07T00:00:00+00:00,verified,medium,{}
EV-CUST-C04329,C04329,Customer 04329,NID34200499,1970-09-22,male,divorced,business-owner,1962711.74,NBO-001,corp,2019-09-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C04330,C04330,Customer 04330,NID27093768,1980-06-01,male,married,employed,62892.21,ELD-030,retail,2023-01-13T00:00:00+00:00,verified,low,{}
EV-CUST-C04331,C04331,Customer 04331,NID33697090,1985-11-14,female,single,unemployed,52667.01,ELD-030,retail,2020-02-16T00:00:00+00:00,verified,low,{}
EV-CUST-C04332,C04332,Customer 04332,NID37702222,1979-05-28,female,single,business-owner,24234.55,KSM-020,retail,2023-07-28T00:00:00+00:00,verified,low,{}
EV-CUST-C04333,C04333,Customer 04333,NID18778164,1976-07-24,female,married,business-owner,20226.72,NBO-003,retail,2021-04-18T00:00:00+00:00,verified,low,{}
EV-CUST-C04334,C04334,Customer 04334,NID16861002,1999-11-26,male,single,employed,25484.49,NBO-003,retail,2022-09-04T00:00:00+00:00,verified,low,{}
EV-CUST-C04335,C04335,Customer 04335,NID15084764,1974-01-19,male,single,business-owner,54030.05,NBO-001,retail,2020-11-06T00:00:00+00:00,verified,low,{}
EV-CUST-C04336,C04336,Customer 04336,NID15331951,1962-11-13,male,married,unemployed,517509.79,MSA-010,sme,2021-12-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C04337,C04337,Customer 04337,NID38599690,2002-08-16,female,divorced,unemployed,15536.01,NBO-002,retail,2021-06-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C04338,C04338,Customer 04338,NID16338525,1967-03-03,male,single,self-employed,16366.66,NBO-003,retail,2021-06-11T00:00:00+00:00,verified,medium,{}
EV-CUST-C04339,C04339,Customer 04339,NID24300580,1984-07-19,female,divorced,business-owner,69664.51,MSA-010,retail,2021-08-02T00:00:00+00:00,verified,low,{}
EV-CUST-C04340,C04340,Customer 04340,NID18736453,1971-03-04,female,divorced,unemployed,35090.61,NBO-002,retail,2019-10-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C04341,C04341,Customer 04341,NID10026776,1970-02-13,male,married,business-owner,88551.60,NKR-040,retail,2023-06-11T00:00:00+00:00,verified,low,{}
EV-CUST-C04342,C04342,Customer 04342,NID26874298,1985-01-15,female,divorced,self-employed,30641.48,KSM-020,retail,2020-03-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C04343,C04343,Customer 04343,NID23418968,1986-07-17,female,divorced,self-employed,87583.50,KSM-020,retail,2018-02-01T00:00:00+00:00,verified,high,{}
EV-CUST-C04344,C04344,Customer 04344,NID39129764,1971-11-07,male,married,self-employed,198233.71,ELD-030,sme,2024-02-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04345,C04345,Customer 04345,NID31804758,1968-01-02,female,single,unemployed,83415.50,KSM-020,retail,2023-01-06T00:00:00+00:00,verified,low,{}
EV-CUST-C04346,C04346,Customer 04346,NID27039524,1995-09-28,female,divorced,employed,450000.98,NBO-003,sme,2019-01-09T00:00:00+00:00,verified,low,{}
EV-CUST-C04347,C04347,Customer 04347,NID31239386,1978-09-25,male,married,employed,34892.82,NKR-040,retail,2025-09-10T00:00:00+00:00,verified,high,{}
EV-CUST-C04348,C04348,Customer 04348,NID33425340,1993-08-16,female,divorced,self-employed,65991.25,NBO-002,retail,2023-02-11T00:00:00+00:00,verified,high,{}
EV-CUST-C04349,C04349,Customer 04349,NID27565698,1997-01-21,female,divorced,employed,62391.39,NBO-003,retail,2019-07-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C04350,C04350,Customer 04350,NID31512607,1999-12-19,male,married,employed,32231.80,NBO-003,retail,2022-08-25T00:00:00+00:00,verified,medium,{}
EV-CUST-C04351,C04351,Customer 04351,NID37562145,1992-05-05,female,married,employed,86590.95,MSA-010,retail,2025-07-16T00:00:00+00:00,verified,medium,{}
EV-CUST-C04352,C04352,Customer 04352,NID32946848,1984-08-18,female,single,unemployed,45609.23,NBO-003,retail,2023-07-07T00:00:00+00:00,verified,low,{}
EV-CUST-C04353,C04353,Customer 04353,NID12377900,1985-09-12,female,single,unemployed,961125.60,KSM-020,corp,2023-03-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04354,C04354,Customer 04354,NID12946207,1975-05-24,male,single,employed,45507.70,NBO-001,retail,2021-03-11T00:00:00+00:00,verified,high,{}
EV-CUST-C04355,C04355,Customer 04355,NID11785979,1967-05-19,male,single,self-employed,478358.33,NBO-001,sme,2019-05-03T00:00:00+00:00,verified,medium,{}
EV-CUST-C04356,C04356,Customer 04356,NID13237144,1995-02-11,female,single,self-employed,446426.80,NKR-040,sme,2025-10-14T00:00:00+00:00,verified,low,{}
EV-CUST-C04357,C04357,Customer 04357,NID27076667,1994-03-09,male,divorced,unemployed,34316.47,NBO-001,retail,2025-12-01T00:00:00+00:00,verified,low,{}
EV-CUST-C04358,C04358,Customer 04358,NID15488970,1977-12-07,female,married,self-employed,42227.65,ELD-030,retail,2024-12-10T00:00:00+00:00,verified,low,{}
EV-CUST-C04359,C04359,Customer 04359,NID24642245,1966-11-11,male,single,unemployed,400117.49,NKR-040,sme,2022-07-13T00:00:00+00:00,verified,low,{}
EV-CUST-C04360,C04360,Customer 04360,NID39507936,1975-12-04,female,divorced,self-employed,73777.42,NBO-002,retail,2025-01-17T00:00:00+00:00,verified,low,{}
EV-CUST-C04361,C04361,Customer 04361,NID29111833,1997-08-12,male,divorced,self-employed,379731.11,KSM-020,sme,2018-09-06T00:00:00+00:00,verified,low,{}
EV-CUST-C04362,C04362,Customer 04362,NID15155152,1962-03-18,female,divorced,self-employed,519251.53,MSA-010,sme,2022-05-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C04363,C04363,Customer 04363,NID39583976,1977-10-10,female,married,employed,83072.57,NBO-003,retail,2019-11-22T00:00:00+00:00,verified,low,{}
EV-CUST-C04364,C04364,Customer 04364,NID38068344,2000-10-06,female,single,self-employed,82176.19,NBO-002,retail,2024-11-01T00:00:00+00:00,verified,low,{}
EV-CUST-C04365,C04365,Customer 04365,NID24134644,2003-11-06,female,divorced,self-employed,737444.54,ELD-030,corp,2025-09-01T00:00:00+00:00,verified,low,{}
